src_bytes,service,dst_bytes,flag,diff_srv_rate,same_srv_rate,class
0,private,0,REJ,0.52,0,portsweep
225,http,2445,SF,0,1,normal
176,http,426,SF,0,1,normal
0,klogin,0,S0,0.06,0.1,neptune
227,http,762,SF,0,1,normal
855,smtp,575,SF,0,1,normal
944,smtp,330,SF,0,1,normal
954,smtp,326,SF,1,0.5,normal
0,uucp_path,0,S0,0.06,0.09,neptune
166,http,34660,SF,0,1,normal
306,http,2698,SF,0,1,normal
0,netbios_ns,0,S0,0.05,0.15,neptune
0,private,0,REJ,1,0.01,satan
1480,ecr_i,0,SF,0,1,pod
0,iso_tsap,0,S0,0.05,0.06,neptune
313,http,8549,SF,0,1,normal
0,link,0,S0,0.05,0.08,neptune
0,sunrpc,0,S0,0.06,0.09,neptune
285,http,6008,SF,0,1,normal
226,http,1411,SF,0,1,normal
256,http,12984,SF,0,1,normal
3740,smtp,449,SF,0,1,normal
224,http,449,SF,0,1,normal
0,login,0,S0,0.07,0.03,neptune
832,ftp_data,0,SF,0,1,warezclient
0,finger,0,S0,0.06,0.08,neptune
8,eco_i,0,SF,0,1,ipsweep
201,http,169,SF,0,1,normal
285,http,304,SF,0,1,normal
0,kshell,0,S0,0.05,0.19,neptune
7422,ftp_data,0,SF,0,1,normal
198,http,12884,SF,0,1,normal
2310,smtp,328,SF,0,1,normal
331,http,955,SF,0,1,normal
65,urp_i,0,SF,0.22,0.22,normal
28,private,0,SF,0,1,teardrop
45,domain_u,77,SF,0,1,normal
0,ftp,0,RSTO,0.06,0.01,neptune
0,auth,0,S0,0.07,0.03,neptune
0,kshell,0,S0,0.07,0.02,neptune
9,finger,142,SF,0,1,normal
283,http,912,SF,0,1,normal
221,http,1789,SF,0,1,normal
18,eco_i,0,SF,0,1,ipsweep
0,vmnet,0,S0,0.06,0.01,neptune
0,telnet,0,S0,0.13,0.07,neptune
0,ftp_data,0,S0,0.06,0.03,neptune
302,http,1380,SF,0,1,normal
0,private,0,S0,0.09,0.06,neptune
8,eco_i,0,SF,0,1,ipsweep
0,private,0,S0,0.06,0.07,neptune
355,http,870,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
106,telnet,1468,SF,0,1,normal
286,http,1423,SF,0,1,normal
1,other,0,RSTR,0,1,portsweep
0,sql_net,0,SH,0,1,nmap
1032,ecr_i,0,SF,0,1,smurf
168,http,9551,SF,0,1,normal
238,http,864,SF,0,1,normal
0,private,0,RSTR,0,1,portsweep
291,http,10369,SF,0,1,normal
0,vmnet,0,S0,0.05,0.1,neptune
749,smtp,330,SF,0,1,normal
198,http,6924,SF,0,1,normal
0,mtp,0,REJ,0.06,0.04,neptune
167,http,709,SF,0,1,normal
241,http,851,SF,0,1,normal
337,http,3360,SF,0,1,normal
729,smtp,328,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
0,csnet_ns,0,S0,0.06,0,neptune
222,http,1483,SF,0,1,normal
0,auth,0,REJ,0.06,0.05,neptune
0,http,0,REJ,0,1,normal
46,domain_u,134,SF,0,1,normal
246,http,2719,SF,0,1,normal
222,http,771,SF,0,1,normal
0,vmnet,0,S0,0.05,0.04,neptune
0,private,0,S0,0.06,0.05,neptune
279,telnet,9598,SF,0,1,normal
226,http,651,SF,0,1,normal
299,http,447,SF,0,1,normal
0,http,0,S0,0.29,0.43,neptune
12,ftp_data,0,SF,0,1,normal
281,http,1951,SF,0,1,normal
0,bgp,0,S0,0.05,0.18,neptune
42,domain_u,42,SF,0,1,normal
0,ftp,0,S0,0.06,0.02,neptune
0,time,0,S0,0.07,0.05,neptune
263,http,453,SF,0,1,normal
1,private,0,RSTR,0,1,portsweep
0,ftp,0,RSTO,0,1,normal
0,private,0,S0,0.06,0.1,neptune
0,sql_net,0,S0,0.07,0.04,neptune
283,http,1980,SF,0,1,normal
161,http,5530,SF,0,1,normal
211,http,321,SF,0,1,normal
201,http,1701,SF,0,1,normal
8,eco_i,0,SF,0,1,nmap
147,other,0,SF,0.67,0.33,normal
0,private,0,S0,0.05,0.22,neptune
567,ftp_data,0,SF,0,1,normal
0,hostnames,0,REJ,0.07,0.01,neptune
0,telnet,0,S0,0.09,0.24,neptune
5131424,ftp_data,0,SF,0,1,warezclient
320,http,420,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
0,smtp,0,S0,0,1,normal
204,http,1229,SF,0,1,normal
0,time,0,RSTR,0,1,portsweep
10389,ftp_data,0,SF,0,1,normal
0,uucp,0,S0,0.06,0.09,neptune
344,http,573,SF,0,1,normal
0,exec,0,RSTO,0.06,0.11,neptune
0,netbios_dgm,0,S0,0.05,0.08,neptune
243,http,821,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
8,eco_i,0,SF,0,1,ipsweep
0,private,0,REJ,1,0.03,satan
105,private,146,SF,0.67,0.67,normal
0,private,0,S0,0.05,0.07,neptune
1080,smtp,327,SF,0,1,normal
0,telnet,0,S0,0.05,0.02,neptune
0,private,0,S0,0.07,0.02,neptune
0,Z39_50,0,S0,0.06,0.01,neptune
657,smtp,326,SF,1,0.5,normal
0,http_443,0,S0,0.06,0.07,neptune
284,http,765,SF,0,1,normal
261,http,15455,SF,0,1,normal
317,http,315,SF,0,1,normal
33,domain_u,0,SF,0,1,normal
0,private,0,REJ,1,0.5,portsweep
0,private,0,RSTR,0,1,portsweep
44,domain_u,70,SF,0,1,normal
215,http,584,SF,0,1,normal
0,private,0,S0,0.07,0.03,neptune
332,http,2844,SF,0,1,normal
978,smtp,334,SF,0,1,normal
296,http,5670,SF,0,1,normal
0,telnet,0,S0,0.06,0.1,neptune
0,private,0,REJ,0.06,0.07,neptune
214,http,9986,SF,0,1,normal
0,private,0,S0,0.07,0.03,neptune
48,ntp_u,48,SF,0,1,normal
226,http,1301,SF,0,1,normal
0,bgp,0,S0,0.07,0.08,neptune
78,urp_i,0,SF,0.1,0.4,normal
0,private,0,S0,0.07,0.01,neptune
0,http,0,REJ,0,1,normal
0,discard,0,S0,0.06,0.07,neptune
0,private,0,REJ,0,1,ipsweep
0,private,0,REJ,1,0.5,portsweep
294,http,3327,SF,0,1,normal
0,supdup,0,S0,0.05,0.01,neptune
220,http,1249,SF,0,1,normal
0,other,0,REJ,1,0,satan
196,http,3282,SF,0,1,normal
0,http,0,S0,0.06,0.05,neptune
327,http,4482,SF,0,1,normal
0,uucp_path,0,REJ,0.07,0.01,neptune
319,ftp_data,0,SF,0,1,normal
1087,smtp,302,SF,0,1,normal
210,http,3754,SF,0,1,normal
0,sql_net,0,S0,0.06,0.15,neptune
0,http,0,REJ,0,1,normal
234,http,6282,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
54540,http,8314,SF,0,1,back
237,http,1461,SF,0,1,normal
0,ftp_data,0,S0,0.1,0.24,neptune
0,private,0,S0,0.06,0.04,neptune
200,http,955,SF,0,1,normal
219,http,657,SF,0,1,normal
284,http,5921,SF,0,1,normal
0,nntp,0,S0,0.07,0.06,neptune
325,http,426,SF,0,1,normal
0,courier,0,S0,0.07,0.05,neptune
30,eco_i,0,SF,0,1,normal
335,http,7902,SF,0,1,normal
36,domain_u,0,SF,0,1,normal
0,private,0,S0,0.08,0.02,neptune
43,domain_u,43,SF,0,1,normal
0,courier,0,S0,0.06,0.07,neptune
0,http,0,REJ,0,1,normal
0,private,0,S0,0.14,0.33,neptune
0,private,0,S0,0.06,0.13,neptune
216,http,1956,SF,0,1,normal
0,uucp,0,S0,0.05,0.06,neptune
44,domain_u,78,SF,0,1,normal
347,http,8113,SF,0,1,normal
570,smtp,280,SF,0,1,normal
219,http,17540,SF,0,1,normal
146,other,0,SF,1,0.33,normal
0,ftp,0,S0,0.06,0,neptune
0,private,0,S0,0.05,0.03,neptune
0,private,0,S0,0.07,0.06,neptune
0,private,0,S0,0.06,0.11,neptune
1,private,0,RSTR,0,1,portsweep
0,private,0,S0,0.11,0.19,neptune
18,eco_i,0,SF,0,1,ipsweep
0,time,4,SF,0,1,normal
233,http,581,SF,0,1,normal
0,finger,0,S0,0.05,0.07,neptune
276,ftp_data,0,SF,0,1,normal
44,domain_u,139,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
1828,telnet,148722,SF,0,1,normal
200,http,764,SF,0,1,normal
46,domain_u,46,SF,0,1,normal
0,private,0,S0,0.05,0.07,neptune
0,telnet,0,S0,0,1,neptune
216,http,5284,SF,0,1,normal
0,exec,0,RSTO,0.06,0.07,neptune
234,http,997,SF,0,1,normal
220,http,1643,SF,0,1,normal
0,login,0,S0,0.06,0.02,neptune
105,private,146,SF,0.29,0.14,normal
0,http,0,REJ,0,1,normal
0,Z39_50,0,S0,0.06,0.06,neptune
0,private,0,S0,0.06,0.01,neptune
0,private,0,S0,0.06,0.03,neptune
288,http,2881,SF,0,1,normal
0,uucp,0,RSTO,0.07,0.03,neptune
0,private,0,S0,0.07,0.02,neptune
1,private,0,SF,0.17,0.08,satan
28,private,0,SF,0,1,teardrop
279,http,494,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
192,ftp_data,0,SF,0,1,normal
105,telnet,1401,SF,0,1,normal
0,private,0,REJ,0,1,ipsweep
1330,smtp,282,SF,0,1,normal
520,ecr_i,0,SF,0,1,smurf
0,ftp_data,0,S0,0.09,0.09,neptune
230,http,362,SF,0,1,normal
44,domain_u,110,SF,0,1,normal
271,http,3582,SF,0,1,normal
179,http,1668,SF,0,1,normal
852,ftp_data,0,SF,0,1,normal
222,http,310,SF,0,1,normal
314,http,4137,SF,0,1,normal
0,login,0,RSTO,0.06,0.07,neptune
230,http,6880,SF,0,1,normal
0,whois,0,S0,0.08,0.03,neptune
0,ctf,0,S0,0.06,0.01,neptune
857,smtp,327,SF,0,1,normal
234,http,1707,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
28,private,0,SF,0,1,teardrop
0,private,0,S0,0.06,0.05,neptune
215,http,6367,SF,0,1,normal
46,domain_u,46,SF,0,1,normal
105,private,146,SF,0,1,normal
0,private,0,S0,0.04,0.16,neptune
0,private,0,S0,0.11,0.46,neptune
0,csnet_ns,0,S0,0.06,0.05,neptune
305,http,2507,SF,0,1,normal
0,private,0,REJ,0.08,0.17,neptune
336,http,15767,SF,0,1,normal
0,csnet_ns,0,S0,0.06,0.01,neptune
0,private,0,S0,0.07,0.06,neptune
147,other,105,SF,0,1,normal
335,http,1212,SF,0,1,normal
0,telnet,0,S0,0.05,0.23,neptune
339,http,241,SF,0,1,normal
317,http,3245,SF,0,1,normal
0,private,0,S0,0.06,0.16,neptune
54540,http,8314,SF,0,1,back
0,vmnet,0,S0,0.07,0.01,neptune
42,domain_u,131,SF,0,1,normal
986,smtp,368,SF,0,1,normal
0,private,0,S0,0.08,0.02,neptune
183,urp_i,0,SF,0,1,normal
0,private,0,REJ,0.07,0.03,neptune
405,http,23786,SF,0,1,normal
0,link,0,S0,0.05,0.09,neptune
785,smtp,327,SF,0,1,normal
258,http,4302,SF,0,1,normal
0,login,0,S0,0.06,0.04,neptune
8,eco_i,0,SF,0,1,ipsweep
318,http,2649,SF,0,1,normal
0,private,0,REJ,0.07,0.01,neptune
0,ssh,0,S0,0.06,0.09,neptune
0,time,0,S0,0.06,0.02,neptune
216,http,1240,SF,0,1,normal
0,private,0,RSTR,0.52,0.08,portsweep
291,http,320,SF,0,1,normal
224,http,546,SF,0,1,normal
0,ftp_data,0,REJ,0.99,0.01,satan
0,domain,0,S0,0.07,0,neptune
17,domain_u,42,SF,0,1,normal
0,private,0,S0,0.06,0.11,neptune
29,domain_u,29,SF,0,1,normal
105,private,147,SF,0,1,normal
30,eco_i,0,SF,0.25,0.08,normal
325,http,12884,SF,0,1,normal
0,login,0,S0,0.06,0.14,neptune
0,http,0,REJ,0,1,normal
12,ftp_data,0,SF,0,1,normal
212,http,828,SF,0,1,normal
240,http,1475,SF,0,1,normal
292,http,13206,SF,0,1,normal
172,http,12793,SF,0,1,normal
0,private,0,S0,0.06,0.05,neptune
310,http,788,SF,0,1,normal
44,domain_u,128,SF,0,1,normal
145,other,0,SF,0.67,0.33,normal
1238,ftp,2451,SF,0,1,warezclient
8,eco_i,0,SF,0,1,ipsweep
45,domain_u,45,SF,0,1,normal
0,private,0,RSTR,1,0.5,portsweep
1551,smtp,362,SF,0,1,normal
1308,smtp,328,SF,0,1,normal
356,http,1125,SF,0,1,normal
364,http,6914,SF,0,1,normal
331,http,776,SF,0,1,normal
30,eco_i,0,SF,1,0.5,normal
0,private,0,S0,0.06,0.03,neptune
0,exec,0,S0,0.06,0.17,neptune
247,http,7546,SF,0,1,normal
300,http,1841,SF,0,1,normal
0,mtp,0,S0,0.06,0.07,neptune
355,http,2109,SF,0,1,normal
0,finger,0,S0,0.06,0.42,neptune
316,http,1260,SF,0,1,normal
44,domain_u,136,SF,0,1,normal
1458,ftp,4152,SF,0,1,normal
0,uucp_path,0,S0,0.05,0.06,neptune
146,other,105,SF,0.5,0.5,normal
0,private,0,RSTR,0,1,portsweep
0,Z39_50,0,REJ,0.06,0.05,neptune
1,private,0,SF,0,1,satan
0,telnet,0,S0,0.05,0.11,neptune
0,imap4,0,S0,0.06,0.04,neptune
146,other,105,SF,0.6,0.4,normal
0,private,0,S0,0.15,0.08,neptune
13794,smtp,2966,RSTO,0,1,normal
0,finger,0,S0,0.05,0.27,neptune
911,smtp,325,SF,1,0.5,normal
0,smtp,0,S0,0,1,neptune
280,http,3332,SF,0,1,normal
0,daytime,0,S0,0.07,0.02,neptune
0,private,0,S0,0.05,0.15,neptune
41,domain_u,41,SF,0,1,normal
10,finger,139,SF,0,1,normal
311,http,488,SF,0,1,normal
281,http,1745,SF,0,1,normal
297,http,1285,SF,0,1,normal
0,ldap,0,S0,0.07,0.02,neptune
43,domain_u,72,SF,0.01,1,normal
0,finger,0,S0,0.06,0.44,neptune
334,ftp_data,0,SF,0,1,warezclient
8,eco_i,0,SF,0,1,ipsweep
215,http,9399,SF,0,1,normal
0,Z39_50,0,S0,0.25,0.19,neptune
0,http,0,REJ,0,1,normal
516,other,4,SF,0,1,normal
0,private,0,REJ,0,1,ipsweep
0,bgp,0,S0,0.06,0.06,neptune
0,private,0,REJ,0.06,0.08,neptune
0,time,0,S0,0.07,0.06,neptune
44,domain_u,44,SF,0.67,0.33,normal
0,time,0,RSTO,0.06,0.06,neptune
676,smtp,328,SF,0,1,normal
334,http,455,SF,0,1,normal
0,private,0,S0,0.07,0.01,neptune
0,private,0,S0,0.06,0.21,neptune
204,http,1596,SF,0,1,normal
520,ecr_i,0,SF,0,1,smurf
0,Z39_50,0,S0,0.06,0.03,neptune
192,http,301,SF,0,1,normal
18,eco_i,0,SF,0,1,ipsweep
0,uucp,0,S0,0.06,0.02,neptune
0,netbios_dgm,0,S0,0.05,0.13,neptune
0,ftp,0,S0,0.06,0.02,neptune
256,http,4486,SF,0,1,normal
64,eco_i,0,SF,0,1,normal
46,domain_u,136,SF,0,1,normal
0,private,0,S0,0.07,0.31,neptune
220,http,253,SF,0,1,normal
41,domain_u,117,SF,0,1,normal
248,http,2313,SF,0,1,normal
1250,ftp,2451,SF,0,1,warezclient
0,whois,0,REJ,0.06,0.08,neptune
44,domain_u,70,SF,0,1,normal
209,telnet,1824,SF,0,1,normal
5891,other,0,SF,0.31,0.08,normal
8,eco_i,0,SF,0,1,ipsweep
276,http,1767,SF,0,1,normal
231,http,2304,SF,0,1,normal
0,http,0,S0,0.06,0.05,neptune
312,http,422,SF,0,1,normal
1,remote_job,0,RSTR,0,1,portsweep
0,discard,0,S0,0.05,0.08,neptune
29,domain_u,0,SF,1,0.5,normal
13239,ftp_data,0,SF,0,1,normal
0,ftp_data,0,S0,0.06,0.02,neptune
8,finger,223,SF,0,1,normal
0,shell,0,S0,0.05,0.17,neptune
44,domain_u,79,SF,0.01,1,normal
0,private,0,S0,0.08,0.08,neptune
0,private,0,S0,0.06,0.19,neptune
324,http,10647,SF,0,1,normal
0,private,0,S0,0.06,0.03,neptune
18,eco_i,0,SF,0,1,ipsweep
355,http,657,SF,0,1,normal
1,other,0,RSTR,0,1,portsweep
0,private,0,S0,0.06,0.09,neptune
54540,http,8314,SF,0,1,back
205,http,253,SF,0,1,normal
0,netbios_ns,0,REJ,0.07,0.05,neptune
325,http,753,SF,0,1,normal
0,systat,0,REJ,0.07,0,neptune
232,http,193,SF,0,1,normal
886,smtp,326,SF,0,1,normal
319,http,3432,SF,0,1,normal
0,supdup,0,S0,0.05,0.06,neptune
0,private,0,REJ,0,1,ipsweep
147,http,12141,SF,0,1,normal
1451,smtp,330,SF,0,1,normal
54540,http,8314,SF,0,1,back
235,http,1889,SF,0,1,normal
0,private,0,RSTR,0,1,portsweep
0,private,0,REJ,0.51,0,portsweep
299,http,1540,SF,0,1,normal
0,private,0,S0,0.06,0.07,neptune
0,kshell,0,S0,0.04,0.17,neptune
0,hostnames,0,S0,0.05,0.01,neptune
0,private,0,S0,0.07,0.04,neptune
237,http,241,SF,0,1,normal
0,uucp,0,RSTO,0.06,0.15,neptune
146,other,105,SF,0,1,normal
0,csnet_ns,0,REJ,1,0.5,portsweep
146,other,105,SF,0.67,0.33,normal
202,http,1923,SF,0,1,normal
0,echo,0,S0,0.06,0.02,neptune
383,ftp_data,0,SF,0.67,0.67,normal
345,http,2254,SF,0,1,normal
278,http,6546,SF,0,1,normal
0,domain,0,S0,0.06,0.05,neptune
196,http,16143,SF,0,1,normal
0,klogin,0,S0,0,1,neptune
277,http,2253,SF,0,1,normal
203,http,578,SF,0,1,normal
0,private,0,RSTR,0,1,portsweep
147,other,105,SF,0,1,normal
0,finger,0,S0,0.05,0.05,neptune
0,ftp,0,S0,0.06,0.01,neptune
0,ctf,0,S0,0.08,0.03,neptune
0,private,0,S0,0.08,0.06,neptune
367,http,5199,SF,0,1,normal
0,ssh,0,S0,0.41,0.01,portsweep
257,http,23051,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
44,domain_u,44,SF,0.02,0.99,normal
128,domain_u,44,SF,0,1,normal
254,http,523,SF,0,1,normal
225,http,22996,SF,0,1,normal
775,smtp,331,SF,0,1,normal
314,http,266,SF,0,1,normal
0,supdup,0,S0,0.05,0.03,neptune
525,smtp,335,SF,0,1,normal
0,other,0,REJ,1,0,satan
1,other,0,SF,0.1,0.27,satan
213,http,37327,SF,0,1,normal
190,http,8654,SF,0,1,normal
0,private,0,S0,0.06,0,neptune
28,private,0,SF,0,1,teardrop
0,iso_tsap,0,REJ,0.06,0.07,neptune
1067,ftp,3081,SF,0,1,normal
126,domain_u,44,SF,0.01,1,normal
333,http,2547,SF,0,1,normal
0,netbios_ns,0,S0,0.05,0.05,neptune
4491,ftp_data,0,SF,0,1,normal
0,ldap,0,REJ,0.06,0.05,neptune
54540,http,8314,SF,0,1,back
239,http,255,SF,0,1,normal
0,http,0,REJ,0,1,normal
1258,smtp,359,SF,0,1,normal
0,telnet,0,S0,0,1,neptune
0,private,0,S0,0.07,0.04,neptune
0,http,0,REJ,0,1,normal
42,domain_u,65,SF,0,1,normal
224,http,1270,SF,0,1,normal
231,http,3215,SF,0,1,normal
147,other,105,SF,0,1,normal
44,domain_u,72,SF,0,1,normal
183,urp_i,0,SF,1,0.5,normal
0,auth,0,S0,0.07,0.03,neptune
0,private,0,S0,0.07,0.01,neptune
125,telnet,179,RSTO,0,1,guess_passwd
13,auth,40,SF,0,1,normal
233,http,4759,SF,0,1,normal
30,eco_i,0,SF,1,0.5,normal
0,nntp,0,S0,0.07,0.03,neptune
278,http,7958,S1,0,1,normal
0,private,0,REJ,1,0.5,portsweep
0,imap4,0,S0,0.06,0.01,neptune
237,http,5193,SF,0,1,normal
301,http,2698,SF,0,1,normal
246,http,3295,SF,0,1,normal
230,http,12471,SF,0,1,normal
46,domain_u,82,SF,0.01,1,normal
147,other,105,SF,0,1,normal
0,private,0,S0,0.33,0.42,neptune
641,ftp_data,0,SF,0,1,normal
28,private,0,SF,0,1,teardrop
0,private,0,REJ,0.06,0.13,neptune
82,shell,1,SF,0,1,normal
0,private,0,S0,0.05,0.07,neptune
0,private,0,REJ,1,0.01,satan
0,private,0,REJ,0.07,0.06,neptune
46,domain_u,80,SF,0,1,normal
0,private,0,S0,0.07,0.03,neptune
0,private,0,S0,0.06,0.01,neptune
